Make_0,Make_1,Make_2,Make_3,AccidentArea_0,AccidentArea_1,Sex_0,Sex_1,MaritalStatus_0,MaritalStatus_1,MaritalStatus_2,Age,Fault_0,Fault_1,VehicleCategory_0,VehicleCategory_1,VehiclePrice_0,VehiclePrice_1,VehiclePrice_2,Deductible,DriverRating,Days:Policy-Accident_0,Days:Policy-Accident_1,Days:Policy-Claim_0,Days:Policy-Claim_1,Days:Policy-Claim_2,PastNumberOfClaims_0,PastNumberOfClaims_1,PastNumberOfClaims_2,AgeOfVehicle_0,AgeOfVehicle_1,PoliceReportFiled_0,PoliceReportFiled_1,WitnessPresent_0,WitnessPresent_1,AgentType_0,AgentType_1,NumberOfSuppliments_0,NumberOfSuppliments_1,NumberOfSuppliments_2,AddressChange-Claim_0,AddressChange-Claim_1,NumberOfCars_0,NumberOfCars_1,BasePolicy_0,BasePolicy_1,DaysDiff,FraudFound
0,1,0,1,0,1,1,0,0,1,0,37,0,1,0,1,0,1,0,400,4,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,0
0,1,0,1,0,1,0,1,0,0,1,26,0,1,0,1,0,1,0,400,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,17.0,0
0,1,0,1,0,1,1,0,0,0,1,32,0,1,1,1,0,1,0,400,2,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,4.0,0
0,0,1,0,0,1,0,1,0,0,1,33,0,1,0,1,0,1,0,400,4,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,3.0,0
0,1,0,1,0,1,1,0,0,1,0,47,0,1,1,1,0,1,0,400,2,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,2.0,0
0,1,0,0,0,1,1,0,0,1,0,53,1,0,1,1,0,1,0,400,3,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,2.0,0
0,0,0,1,0,1,1,0,0,1,0,36,0,1,1,1,0,1,0,400,4,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,115.0,1
0,0,0,1,0,1,1,0,0,1,0,41,0,1,0,1,0,1,0,400,3,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,0
0,1,0,1,0,1,1,0,0,1,0,28,0,1,1,1,0,1,0,400,2,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,75.0,0
0,0,0,1,0,1,0,1,0,0,1,24,0,1,1,1,0,1,0,400,2,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,3.0,0
0,1,0,1,0,1,1,0,0,1,0,55,1,0,1,1,0,1,0,400,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,9.0,0
0,0,1,0,0,1,1,0,0,1,0,65,0,1,1,1,0,0,1,500,4,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0.0,0
0,1,0,0,0,1,0,1,0,1,0,47,0,1,1,1,0,0,1,400,3,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1.0,1
0,0,1,0,0,1,0,1,0,1,0,45,0,1,0,1,0,1,0,400,3,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0.0,0
0,1,0,0,0,1,1,0,0,1,0,43,0,1,1,1,0,0,1,400,4,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,19.0,0
0,1,0,1,0,1,1,0,0,1,0,76,0,1,1,1,0,1,0,700,2,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,12.0,0
0,0,1,1,0,1,1,0,0,1,0,47,0,1,0,1,1,0,0,400,2,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,2.0,0
0,0,1,0,1,0,0,1,0,1,0,55,0,1,1,1,0,1,0,400,2,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.0,0
0,0,0,1,0,1,1,0,0,1,0,43,0,1,1,1,0,1,0,400,3,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0.0,1
0,1,0,1,0,1,0,1,0,0,1,30,0,1,0,1,0,1,0,400,4,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1.0,0
0,0,0,1,0,1,1,0,0,1,0,28,0,1,1,1,0,1,0,400,2,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,2.0,0
0,1,0,1,0,1,0,1,0,0,1,35,0,1,0,1,0,1,0,400,4,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,6.0,0
0,0,0,1,0,1,1,0,0,1,0,27,0,1,1,1,0,1,0,400,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1.0,0
0,1,0,0,0,1,1,0,0,1,0,43,0,1,0,1,0,1,0,400,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0.0,0
0,0,0,1,0,1,1,0,0,0,1,17,0,1,0,1,0,0,1,400,4,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1.0,0
0,1,0,1,0,1,1,0,0,1,0,28,1,0,1,1,0,1,0,400,3,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,23.0,0
0,0,1,0,0,1,1,0,0,1,0,48,1,0,1,1,0,1,0,400,2,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0.0,0
0,0,0,1,0,1,1,0,1,0,0,35,1,0,1,1,0,1,0,400,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,14.0,0
0,1,0,1,0,1,1,0,0,1,0,29,0,1,1,1,0,1,0,400,2,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1.0,0
0,0,0,1,0,1,1,0,0,0,1,17,1,0,1,1,0,0,1,400,2,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,8.0,0
0,0,0,1,0,1,1,0,0,0,1,17,0,1,0,1,0,0,1,400,2,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,0
0,1,0,1,0,1,1,0,0,1,0,54,1,0,1,1,0,1,1,400,2,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0.0,0
0,0,0,1,0,1,1,0,0,1,0,28,0,1,0,1,0,1,0,400,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1.0,0
0,0,0,1,0,1,1,0,0,1,0,45,1,0,1,1,0,1,0,400,2,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0.0,0
0,0,1,0,0,1,1,0,0,0,1,29,1,0,1,1,0,1,0,400,3,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0.0,0
0,0,0,1,0,1,1,0,0,0,1,34,0,1,0,1,0,1,0,400,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,5.0,0
0,0,1,0,0,1,1,0,0,0,1,32,1,0,1,1,0,1,0,400,4,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0.0,0
0,1,0,1,0,1,0,1,0,0,1,35,0,1,0,1,0,1,0,400,4,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,0
0,0,1,0,1,0,0,1,0,1,0,28,0,1,1,1,0,1,0,400,3,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1.0,0
0,0,1,0,1,0,1,0,0,1,0,58,1,0,1,1,0,1,0,400,3,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0.0,0
0,0,1,0,1,0,1,0,0,1,0,39,0,1,1,1,0,1,0,400,4,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3.0,0
0,0,0,1,0,1,1,0,0,1,0,38,0,1,0,1,0,1,0,400,3,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0.0,0
0,0,0,1,0,1,1,0,0,1,0,47,0,1,0,1,0,1,0,400,2,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0.0,0
0,0,1,0,0,1,1,0,0,1,0,26,1,0,1,1,0,1,0,400,3,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,5.0,0
0,1,0,1,0,1,1,0,0,1,0,54,0,1,0,1,0,1,0,400,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,11.0,0
0,1,0,0,0,1,0,1,0,1,0,51,0,1,1,1,0,0,1,400,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1.0,0
0,1,0,1,0,1,0,1,0,0,1,27,0,1,0,1,0,1,0,700,3,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,0
0,0,1,0,0,1,1,0,0,1,0,38,0,1,1,1,0,0,1,400,2,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1.0,0
0,0,1,0,0,1,1,0,0,1,0,41,0,1,1,1,0,0,1,400,3,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,15.0,0
0,0,1,0,0,1,1,0,0,0,1,34,0,1,0,1,0,1,0,400,4,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,2.0,0
0,1,0,0,0,1,1,0,0,1,0,58,0,1,1,1,0,1,0,400,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,15.0,0
0,0,1,1,0,1,1,0,0,1,0,40,1,0,1,1,1,0,0,400,4,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,42.0,0
0,0,0,1,0,1,1,0,0,0,1,44,0,1,1,1,0,1,0,400,4,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,5.0,0
0,0,1,0,1,0,1,0,0,0,1,28,1,0,1,1,0,1,0,400,4,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,4.0,0
0,1,0,1,0,1,1,0,0,0,1,27,1,0,1,1,0,1,0,400,3,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,13.0,0
0,1,0,1,0,1,1,0,0,1,0,52,0,1,0,1,0,1,0,400,4,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,0
0,0,1,1,0,1,1,0,0,1,0,35,1,0,0,1,1,0,0,400,4,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1.0,0
0,1,0,1,0,1,1,0,0,1,0,48,1,0,0,1,0,0,1,400,4,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0.0,0
0,1,0,0,0,1,0,1,0,1,0,35,0,1,1,1,0,1,0,400,3,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,5.0,0
0,0,1,0,0,1,1,0,0,1,0,37,0,1,1,1,0,1,0,400,3,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0.0,0
0,1,0,1,1,0,1,0,0,1,0,44,0,1,1,1,0,1,0,400,2,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,81.0,0
0,0,1,0,0,1,1,0,0,1,0,56,0,1,0,1,0,1,0,400,4,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,0
0,1,0,1,0,1,1,0,0,0,1,46,1,0,1,1,0,1,0,500,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,13.0,0
0,1,0,0,0,1,0,1,0,0,1,41,0,1,0,1,0,0,1,400,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,6.0,0
0,0,1,0,1,0,1,0,0,1,0,46,0,1,1,0,0,0,1,400,4,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,2.0,0
0,0,1,0,0,1,0,1,0,1,0,45,0,1,0,1,0,1,0,400,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0.0,0
0,1,0,0,0,1,1,0,0,1,0,48,0,1,0,1,0,1,0,400,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0.0,0
0,1,0,0,0,1,1,0,0,1,0,37,1,0,0,1,0,1,0,400,4,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0.0,0
0,0,1,0,0,1,1,0,0,0,1,31,0,1,1,1,0,1,0,400,4,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,7.0,0
0,0,0,1,0,1,1,0,0,0,1,17,0,1,1,1,0,0,1,400,3,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,6.0,0
0,0,0,1,1,0,1,0,0,1,0,31,0,1,1,1,0,1,0,400,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,20.0,0
0,0,1,0,0,1,1,0,0,1,0,45,1,0,0,1,0,0,1,400,3,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,8.0,0
0,1,0,1,0,1,1,0,0,1,0,41,1,0,1,1,0,1,0,400,3,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,4.0,0
0,0,0,1,0,1,1,0,0,0,1,17,0,1,1,1,0,0,1,400,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1.0,0
0,0,0,1,0,1,1,0,0,0,1,17,1,0,0,1,0,0,1,400,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,7.0,0
0,0,0,1,0,1,1,0,0,0,1,17,0,1,1,1,0,0,1,400,2,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,14.0,0
0,0,1,1,0,1,1,0,0,1,0,45,0,1,1,1,0,1,0,400,3,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,10.0,0
0,1,0,0,0,1,1,0,0,1,0,37,0,1,1,1,0,1,0,700,3,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,3.0,0
0,0,0,1,0,1,1,0,0,0,1,17,0,1,1,1,0,0,1,400,3,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,11.0,0
0,1,0,0,0,1,1,0,0,1,0,72,0,1,1,0,0,0,1,400,3,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,87.0,0
0,1,0,0,0,1,1,0,0,1,0,39,0,1,1,0,0,0,1,400,3,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0.0,0
0,0,0,1,0,1,1,0,0,0,1,17,1,0,1,1,0,0,1,400,4,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,20.0,0
0,0,0,1,0,1,1,0,0,0,1,17,0,1,1,1,0,0,1,400,3,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,10.0,0
0,0,1,0,0,1,1,0,0,1,0,28,0,1,0,1,0,1,0,400,3,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,0
0,0,1,0,0,1,1,0,0,0,1,26,0,1,1,0,0,0,1,400,2,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,16.0,0
0,0,0,1,1,0,1,0,0,1,0,29,0,1,0,1,0,1,0,400,2,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,10.0,0
0,0,1,0,0,1,1,0,0,1,0,28,0,1,1,1,0,1,0,400,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,17.0,1
0,0,1,1,0,1,1,0,0,1,0,37,0,1,0,1,1,0,0,400,4,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,7.0,0
0,0,1,0,0,1,0,1,0,0,1,35,0,1,1,1,0,1,1,400,2,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,5.0,0
0,0,1,0,0,1,1,0,0,1,0,45,0,1,0,1,0,1,0,400,3,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,0
0,0,0,1,0,1,1,0,0,1,0,54,1,0,1,1,0,1,0,400,2,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,6.0,0
0,0,1,0,0,1,1,0,0,1,0,35,0,1,1,1,0,1,0,400,4,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,24.0,0
0,0,1,0,0,1,1,0,0,1,0,59,0,1,0,1,0,1,0,400,4,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0.0,0
0,1,0,1,0,1,1,0,0,1,0,27,1,0,1,1,0,1,0,400,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,2.0,0
0,1,0,1,0,1,1,0,0,1,0,48,0,1,0,1,0,1,0,400,3,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,6.0,0
0,0,1,0,1,0,1,0,0,0,1,33,0,1,1,1,0,1,0,400,3,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0.0,0
0,0,1,0,0,1,1,0,0,1,0,51,1,0,1,1,0,1,0,400,4,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,8.0,0
0,0,1,1,0,1,1,0,0,1,0,64,0,1,1,0,0,0,1,400,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,3.0,0
0,0,1,0,0,1,1,0,0,0,1,26,1,0,0,1,0,1,0,400,3,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0.0,0
0,0,1,0,0,1,1,0,0,1,0,40,1,0,0,1,0,0,1,400,2,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0.0,0
0,0,1,0,0,1,1,0,0,0,1,30,0,1,1,1,0,1,0,400,2,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0.0,0
0,0,1,0,0,1,1,0,0,1,0,27,0,1,1,1,0,1,0,400,4,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0.0,0
0,0,0,1,1,0,1,0,0,0,1,20,0,1,0,1,0,0,1,400,4,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,2.0,1
0,0,0,1,0,1,1,0,0,0,1,61,0,1,0,1,0,1,0,400,4,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1.0,0
0,1,0,1,0,1,0,1,0,0,1,34,0,1,0,1,0,1,0,400,2,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0.0,0
0,0,1,0,0,1,1,0,0,1,0,41,0,1,1,1,0,1,0,400,3,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,8.0,0
0,1,0,0,0,1,1,0,0,1,0,40,0,1,0,1,0,0,1,400,3,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1.0,0
0,0,1,0,1,0,1,0,0,0,1,40,1,0,1,1,0,1,0,400,2,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0.0,0
0,0,1,0,0,1,0,1,0,0,1,30,0,1,0,1,0,1,0,400,3,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,10.0,0
0,0,0,1,0,1,1,0,0,1,0,40,1,0,1,1,0,1,0,400,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,29.0,0
0,1,0,1,1,0,1,0,0,1,0,76,0,1,1,1,0,1,0,400,4,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0.0,0
0,1,0,1,1,0,0,1,0,1,0,28,0,1,1,1,0,1,0,400,3,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,5.0,0
0,0,0,1,0,1,1,0,0,1,0,64,0,1,1,1,0,1,0,400,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,28.0,0
0,1,0,0,0,1,1,0,0,1,0,40,1,0,1,1,0,1,0,500,3,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,19.0,1
0,0,0,1,0,1,1,0,0,0,1,29,0,1,0,1,0,1,0,400,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,0
0,0,1,0,1,0,1,0,0,0,1,69,0,1,0,1,0,1,0,400,4,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0.0,0
0,1,0,1,0,1,1,0,0,1,0,45,1,0,1,1,0,1,0,400,4,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,24.0,0
0,0,1,0,0,1,0,1,0,0,1,29,1,0,1,1,0,1,0,400,3,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,6.0,0
0,0,1,0,0,1,1,0,0,1,0,58,0,1,0,1,0,1,0,400,3,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,2.0,0
0,0,1,0,0,1,1,0,0,1,0,40,1,0,1,1,0,1,0,400,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0.0,0
0,0,0,1,0,1,0,1,0,0,1,32,0,1,0,1,0,1,0,400,2,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0.0,0
0,0,0,1,0,1,1,0,0,0,1,28,0,1,1,1,0,1,1,400,4,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,17.0,0
0,0,0,1,0,1,1,0,0,1,0,40,0,1,1,1,0,1,0,400,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,20.0,0
0,0,0,1,0,1,1,0,0,0,1,43,0,1,0,1,0,0,1,400,2,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,16.0,0
0,0,0,1,0,1,1,0,0,0,1,67,1,0,1,1,0,1,0,400,3,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0.0,0
0,1,0,1,0,1,0,1,0,1,0,32,1,0,0,1,0,1,0,400,4,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,21.0,0
0,0,1,1,0,1,1,0,0,0,1,44,0,1,0,1,0,1,0,400,2,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,9.0,0
0,0,1,0,0,1,0,1,0,1,0,44,0,1,1,1,0,1,0,400,4,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1.0,1
0,0,1,0,0,1,1,0,0,1,0,29,0,1,0,1,0,1,0,400,2,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0,0
0,0,1,0,0,1,1,0,0,1,0,58,1,0,0,1,0,1,0,400,3,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,2.0,0
0,0,0,1,0,1,1,0,0,1,0,63,0,1,0,1,0,0,1,400,3,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,34.0,0
0,0,1,0,0,1,1,0,0,1,0,55,0,1,1,1,0,1,1,400,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,10.0,0
0,0,0,1,0,1,1,0,0,0,1,61,1,0,1,1,0,0,1,400,3,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0.0,0
0,1,0,1,0,1,0,1,0,1,0,48,0,1,1,1,0,1,0,400,3,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,36.0,0
0,0,1,0,0,1,1,0,0,1,0,29,1,0,1,1,0,1,0,400,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,9.0,0
0,1,0,0,0,1,1,0,0,0,1,28,0,1,1,1,0,0,1,400,3,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,52.0,0
0,1,0,1,0,1,1,0,0,1,0,39,0,1,1,0,1,0,0,400,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,49.0,0
0,1,0,1,0,1,1,0,0,0,1,65,0,1,0,1,0,1,0,400,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,2.0,0
