Age,Deductible,DriverRating,DaysDiff,Make,AccidentArea,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,VehiclePrice,Days:Policy-Accident,PastNumberOfClaims,Days:Policy-Claim,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,BasePolicy,FraudFound
53,400,1,1.0,17.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
27,400,2,10.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0
37,400,3,18.0,17.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
45,400,2,0.0,6.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0
37,400,2,10.0,17.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0
30,400,3,16.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
29,400,3,23.0,17.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,0
34,400,3,0.0,11.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0
23,400,4,0.0,9.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
29,400,1,71.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1
35,400,2,0.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
31,400,2,8.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0
42,400,2,7.0,13.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0
53,400,2,0.0,6.0,1.0,1.0,1.0,0.0,4.0,1.0,3.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
39,400,3,0.0,17.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
47,700,3,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0
63,400,3,0.0,13.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0
39,400,1,0.0,9.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0
17,400,4,0.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1
71,400,2,0.0,5.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0
44,400,2,8.0,9.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,3.0,3.0,2.0,6.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,0
17,400,2,0.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,7.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1
33,400,1,11.0,13.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0
52,400,2,110.0,9.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0
62,400,2,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
18,400,3,10.0,13.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0
40,400,1,6.0,6.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0
44,400,1,0.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
41,400,2,0.0,13.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0
26,400,4,13.0,9.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
25,400,4,56.0,13.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1
21,400,1,20.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0
29,400,1,5.0,9.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
33,400,4,22.0,13.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
32,400,4,130.0,13.0,1.0,1.0,1.0,0.0,6.0,2.0,1.0,3.0,2.0,2.0,5.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0
44,400,2,0.0,13.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0
55,400,2,0.0,17.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,2.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
76,500,3,0.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0
73,400,3,4.0,17.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0
31,400,1,2.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0
33,400,4,4.0,17.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
32,400,2,3.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
35,400,1,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0
36,400,1,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0
53,400,2,14.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,4.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,0
49,400,2,0.0,13.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,6.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0
41,700,1,0.0,2.0,1.0,1.0,1.0,0.0,6.0,2.0,3.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0
33,400,2,6.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0
30,400,3,7.0,13.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0
30,400,2,18.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
34,400,4,0.0,17.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
46,400,3,10.0,17.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
46,400,4,5.0,6.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,0
50,400,3,0.0,9.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0
67,400,4,16.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0
34,400,2,6.0,17.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1
47,400,3,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0
41,400,3,0.0,17.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0
30,400,3,7.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0
61,400,1,13.0,17.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0
56,400,3,4.0,13.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,2.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
45,400,2,0.0,13.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0
47,400,3,15.0,17.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,2.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
17,400,2,0.0,6.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
34,400,1,0.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1
28,400,2,5.0,17.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0
60,400,1,1.0,17.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
49,400,1,14.0,6.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,2.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
27,400,3,0.0,17.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0
27,400,4,7.0,9.0,1.0,1.0,1.0,0.0,6.0,2.0,3.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0
69,400,3,0.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
37,400,1,18.0,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,400,1,2.0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1
17,400,1,6.0,6.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
30,400,1,2.0,13.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1
35,400,4,0.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0
29,400,4,18.0,13.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
49,700,3,8.0,17.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,2.0,2.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
53,400,2,3.0,6.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
26,400,1,0.0,17.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0
29,400,1,7.0,17.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0
38,400,1,4.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0
21,400,4,2.0,17.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0
32,400,2,5.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
42,400,4,0.0,18.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
28,400,2,8.0,17.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0
53,400,4,0.0,13.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0
36,400,4,0.0,17.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,6.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0
60,500,4,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,6.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0
18,400,3,8.0,17.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0
62,400,3,0.0,13.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,6.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0
53,400,2,0.0,6.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
74,400,4,19.0,9.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
20,400,4,1.0,6.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,0
51,400,4,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1
32,400,2,101.0,9.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
34,400,4,11.0,13.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0
32,400,1,0.0,13.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,0
26,400,1,10.0,17.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0
44,400,3,0.0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
41,400,1,21.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,6.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0
30,400,4,11.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
28,400,2,6.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0
34,400,2,7.0,17.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
45,400,2,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
34,400,2,7.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0
17,400,3,6.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,7.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1
34,400,3,0.0,18.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
36,700,3,0.0,17.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1
26,400,2,17.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0
30,400,3,0.0,13.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
41,400,2,0.0,17.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0
31,400,1,3.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
52,400,2,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0
30,400,1,3.0,17.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0
45,400,3,9.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0
30,400,4,8.0,13.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0
36,400,4,9.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1
38,400,1,1.0,13.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
35,400,3,21.0,17.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1
36,400,2,9.0,17.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0
43,400,1,7.0,6.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0
61,400,4,4.0,13.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0
52,400,2,4.0,17.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0
28,400,1,0.0,17.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
45,400,3,14.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
28,400,4,0.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
53,400,1,0.0,18.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0
32,400,1,1.0,17.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
51,400,3,7.0,17.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0
38,400,2,1.0,13.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0
55,400,2,25.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0
32,400,1,21.0,9.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0
17,400,3,9.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,7.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
38,400,2,7.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,6.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0
33,400,1,6.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0
32,400,1,0.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0
34,400,2,1.0,13.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0
41,400,3,1.0,6.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
43,700,4,2.0,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
34,400,3,0.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
36,400,4,63.0,9.0,1.0,1.0,1.0,0.0,4.0,1.0,3.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0
20,400,3,72.0,13.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0
26,400,2,7.0,17.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0
58,400,3,361.0,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0
40,400,4,11.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
47,400,2,17.0,18.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
27,400,1,4.0,9.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0
57,400,4,34.0,17.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,6.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0
17,400,1,6.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,7.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1
30,400,1,0.0,9.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0
50,400,2,9.0,13.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0
34,400,2,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0
79,400,1,0.0,17.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,6.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0
36,400,2,22.0,18.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0
31,400,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0
52,400,4,6.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,3.0,1.0,2.0,6.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0
