Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,Year,BasePolicy,FraudFound
7,1,2,17,1,2,8,2,1,2,15,0,1,0,0,2991,4,1,2,3,2,0,5,4,0,0,0,3,3,0,0,1,0
5,0,5,6,1,7,6,0,1,2,47,0,2,1,2,2992,8,1,2,3,2,1,6,7,0,0,0,3,3,0,0,2,0
10,4,2,9,0,7,10,2,1,1,29,0,1,0,1,2993,15,1,3,3,2,3,5,5,0,0,0,3,3,2,0,1,0
9,1,0,9,1,1,10,1,1,1,17,0,1,0,0,2994,15,1,3,3,2,0,5,4,0,0,1,3,3,0,0,1,0
0,3,5,18,1,6,1,3,0,1,24,0,2,1,5,2995,5,1,0,3,2,1,5,5,0,0,0,3,3,0,0,2,0
8,1,4,13,0,6,9,2,1,1,12,0,2,1,0,2996,15,1,0,3,2,1,3,4,0,0,0,2,3,0,0,2,0
8,0,0,13,0,1,9,0,1,1,49,1,1,0,1,2997,6,1,2,3,2,0,6,7,0,0,0,1,3,0,0,1,0
8,0,5,13,1,7,9,0,1,1,37,0,2,1,1,2998,9,1,2,3,2,1,5,6,0,0,0,2,3,0,0,2,0
0,2,6,13,1,5,9,1,1,1,17,0,0,0,0,2999,1,1,3,3,2,0,4,4,0,0,0,2,3,0,0,0,1
6,0,4,9,1,1,7,1,1,1,49,0,1,0,0,3000,2,1,1,3,2,1,5,7,0,0,0,3,3,0,0,1,0
8,3,5,17,0,5,9,3,1,1,45,0,0,0,0,3001,10,1,1,3,2,3,6,7,0,0,0,3,3,0,0,0,0
6,2,4,2,0,5,7,4,1,1,19,1,1,0,0,3002,3,1,1,3,2,0,4,4,0,0,0,3,3,0,0,1,0
6,4,5,9,1,7,7,4,1,1,37,0,2,1,0,3003,0,1,1,3,2,2,6,6,0,0,0,1,0,1,0,2,0
5,4,3,9,1,5,2,0,1,1,41,0,0,0,0,3004,15,1,2,3,2,3,6,7,0,0,0,2,3,0,0,0,0
1,4,3,6,1,5,12,0,1,1,39,0,4,1,5,3005,4,1,0,3,2,3,6,6,0,0,0,3,3,0,0,1,0
1,3,2,9,1,6,2,4,1,1,26,0,2,1,0,3006,15,1,2,3,2,0,5,5,0,0,0,3,3,0,0,2,0
1,3,4,13,1,6,12,0,1,1,14,0,2,1,0,3007,12,3,0,3,2,2,5,4,0,0,0,2,3,0,0,2,0
11,3,6,0,1,7,12,3,1,1,27,1,2,1,0,3008,3,1,1,3,2,2,6,5,0,0,0,3,3,0,0,2,0
11,2,3,13,1,2,12,2,1,2,8,1,0,0,0,3009,12,1,3,3,2,3,3,3,0,0,0,1,1,0,0,0,0
0,2,6,13,1,2,9,1,1,1,22,0,1,0,0,3010,9,1,3,3,2,2,5,5,0,0,0,3,3,0,0,1,1
10,0,3,5,1,7,11,0,1,1,51,0,2,1,2,3011,14,1,0,3,2,1,6,8,0,0,0,3,3,0,0,2,0
10,3,2,6,0,5,11,3,1,1,13,1,1,0,0,3012,12,1,0,3,2,1,5,4,0,0,0,3,3,0,0,1,0
9,2,6,0,1,5,10,3,1,1,31,1,0,0,0,3013,6,1,1,3,2,3,6,6,0,0,0,0,3,0,0,0,0
8,2,5,9,1,6,9,2,1,1,12,0,1,0,0,3014,7,1,1,3,2,3,4,4,0,0,0,2,3,0,0,1,0
6,0,5,13,1,6,7,0,0,2,21,0,1,0,0,3015,4,1,2,3,2,1,5,5,0,0,0,2,3,0,0,1,0
11,3,0,17,1,3,12,3,1,1,61,0,1,0,4,3016,1,1,1,3,2,3,6,8,0,0,0,3,3,0,0,1,0
1,3,1,17,1,7,2,3,1,1,15,1,2,1,1,3017,7,1,1,3,2,0,4,4,0,0,0,2,3,0,0,2,0
8,0,0,6,1,2,9,1,1,1,12,0,1,0,0,3018,15,1,2,3,2,3,4,4,0,0,0,0,3,0,0,1,0
5,2,5,13,1,7,6,2,1,1,23,1,1,0,0,3019,9,1,0,3,2,3,5,5,0,0,0,0,3,0,0,1,0
5,1,5,9,1,7,6,1,1,1,56,1,1,0,5,3020,7,1,0,3,2,3,4,8,0,0,0,3,3,0,0,1,0
11,0,2,2,1,6,12,1,1,2,14,0,1,0,0,3021,14,1,0,3,2,0,3,4,0,0,0,3,3,0,0,1,0
1,4,5,9,1,6,2,4,1,1,43,0,1,0,0,3022,14,1,0,3,2,0,6,7,0,0,0,3,3,0,0,1,0
1,4,6,17,1,5,12,0,0,2,38,0,2,1,0,3023,0,1,0,3,2,1,6,6,0,0,0,3,3,0,0,2,0
1,2,0,2,1,2,12,0,1,1,12,0,2,1,0,3024,7,1,1,3,2,2,5,4,0,0,0,0,2,1,0,2,0
2,1,2,17,1,7,3,4,1,2,22,0,2,1,0,3025,4,1,2,3,2,1,5,5,0,0,0,3,3,0,0,2,0
9,4,5,6,1,6,10,4,1,1,30,0,2,1,0,3026,0,1,1,3,2,1,5,5,0,0,0,1,3,0,0,2,0
1,3,0,17,1,2,12,1,1,2,22,0,2,1,1,3027,11,1,1,3,2,1,5,5,0,0,0,2,3,0,0,2,0
1,2,1,9,1,7,12,0,1,1,15,1,1,0,0,3028,1,1,2,3,2,0,5,4,0,0,0,3,3,0,0,1,0
1,2,5,17,1,5,12,1,1,2,14,0,1,0,0,3029,6,1,2,3,2,3,2,4,1,0,0,3,3,0,0,1,0
11,1,5,11,1,6,12,1,1,1,19,0,1,0,0,3030,1,1,2,3,2,1,4,4,0,0,0,2,3,0,0,1,0
11,2,4,9,1,5,12,2,1,2,8,0,1,0,0,3031,12,1,3,3,2,1,3,3,0,0,0,3,3,0,0,1,0
0,3,4,2,1,1,6,0,1,1,14,0,0,0,1,3032,9,1,0,3,2,2,5,4,0,0,0,3,3,0,0,0,1
11,4,0,6,1,2,11,0,1,1,20,0,1,0,0,3033,13,1,1,3,2,3,4,4,0,0,0,3,3,0,0,1,0
11,3,6,9,1,5,12,4,0,1,16,1,0,0,4,3034,8,1,1,3,2,0,4,4,0,0,0,0,3,2,0,0,0
11,2,0,13,0,1,12,3,1,1,27,0,2,1,0,3035,15,1,1,3,2,1,5,5,0,0,0,1,3,0,0,2,0
2,0,3,6,1,6,3,0,1,1,38,0,4,1,5,3036,9,1,1,3,2,3,5,6,0,0,0,3,3,0,0,1,0
0,3,0,17,1,6,1,3,1,1,24,1,0,0,4,3037,8,1,2,3,2,1,5,5,0,0,0,0,3,0,0,0,0
10,0,4,2,1,1,11,0,0,1,32,0,2,1,2,3038,7,3,2,3,2,1,5,6,0,0,0,2,3,0,0,2,0
11,1,0,13,1,2,12,1,1,1,48,0,1,0,0,3039,2,1,2,3,2,1,5,7,0,0,0,0,3,0,0,1,0
11,1,0,9,1,1,12,1,0,2,24,0,2,1,0,3040,11,1,0,3,2,2,5,5,0,0,0,1,3,0,0,2,0
0,3,0,6,1,6,1,3,1,2,0,0,0,0,5,3041,8,1,3,3,2,1,7,0,0,0,0,3,3,0,0,0,1
11,1,4,5,1,2,12,1,1,1,56,0,2,1,2,3042,2,1,1,3,2,0,6,8,0,0,0,0,3,0,0,2,0
11,0,6,9,1,5,12,1,0,2,29,1,2,1,1,3043,7,1,1,3,2,3,6,5,1,0,1,1,3,0,0,2,0
0,3,0,6,1,6,1,3,1,2,0,0,0,0,5,3044,1,1,1,3,2,3,7,0,0,0,0,3,3,0,0,0,1
1,1,0,13,1,6,2,3,1,2,18,1,1,0,0,3045,13,1,0,3,2,1,4,4,0,0,0,3,2,1,0,1,0
8,2,0,9,1,7,12,0,1,1,37,0,2,1,0,3046,0,1,1,3,2,0,5,6,0,0,0,0,3,0,0,2,0
8,0,6,2,1,7,9,0,1,1,47,0,2,1,0,3047,9,1,1,3,2,1,4,7,0,0,0,3,3,0,0,2,0
2,2,1,13,1,5,3,3,1,2,3,1,1,0,0,3048,7,1,2,3,2,1,2,2,0,0,0,0,3,0,0,1,0
11,2,4,6,1,7,12,3,0,2,25,1,0,0,1,3049,1,1,0,3,2,1,5,5,0,0,0,2,3,0,0,0,0
11,2,4,6,1,5,12,2,1,1,29,0,1,0,0,3050,3,1,0,3,2,1,6,5,0,0,0,3,3,0,0,1,0
11,1,2,13,1,2,12,1,1,1,26,0,2,1,1,3051,11,1,1,3,2,3,5,5,0,0,0,2,3,0,0,2,0
5,3,5,9,1,2,2,0,1,2,11,1,4,1,5,3052,1,1,3,3,2,3,4,4,0,0,0,3,3,0,0,1,0
0,3,0,13,1,1,7,2,1,2,10,0,0,0,0,3053,5,1,3,3,2,3,1,3,0,0,0,3,3,0,0,0,1
6,3,5,6,1,2,6,2,0,2,6,0,0,0,4,3054,0,1,0,3,2,3,3,3,0,0,0,2,3,0,0,0,0
3,2,0,9,1,7,4,3,1,2,14,0,1,0,0,3055,11,1,0,3,2,2,4,4,0,0,0,3,3,0,0,1,0
3,2,4,13,1,1,8,1,1,2,18,0,1,0,0,3056,7,1,3,3,2,3,4,4,0,0,0,3,3,0,0,1,0
4,1,3,13,1,5,9,3,1,1,17,0,6,2,2,3057,7,1,3,3,2,2,5,4,0,1,0,3,3,0,0,0,0
5,2,1,13,1,2,6,2,1,1,29,0,1,0,0,3058,15,1,1,3,2,0,5,5,0,0,0,0,3,0,0,1,0
8,1,3,17,1,2,9,1,1,1,40,0,2,1,0,3059,11,1,1,3,2,2,6,6,0,0,0,3,3,0,0,2,0
0,4,3,13,1,6,9,0,1,1,61,1,1,0,0,3060,5,2,2,3,2,3,6,8,0,0,0,3,1,0,0,1,0
0,3,0,17,0,6,9,0,1,1,58,1,0,0,0,3061,12,1,2,3,2,3,6,8,0,0,0,1,3,0,0,0,0
0,4,2,9,1,2,9,1,1,2,16,0,0,0,0,3062,9,1,0,3,2,1,4,4,0,0,0,3,3,0,0,0,0
0,3,4,17,1,2,9,0,1,1,18,1,1,0,0,3063,13,1,3,3,2,0,5,4,0,0,0,3,3,0,0,1,0
0,3,2,0,1,6,9,0,1,2,17,0,1,0,1,3064,10,1,1,3,2,2,4,4,0,0,0,3,3,0,0,1,0
0,3,3,0,0,7,9,0,1,1,20,0,0,0,1,3065,13,1,0,3,2,3,5,4,0,0,0,3,3,0,0,0,0
0,3,2,2,1,7,1,3,1,1,21,0,1,0,1,3066,2,1,0,3,2,2,5,5,0,0,0,2,2,1,0,1,0
0,2,5,9,1,6,9,0,1,1,38,0,1,0,0,3067,7,1,1,3,2,0,4,6,1,0,0,3,3,0,0,1,0
2,4,6,13,1,2,5,0,1,1,34,0,1,0,1,3068,1,1,1,3,2,1,6,6,0,0,1,3,3,0,0,1,0
2,3,0,2,1,1,3,3,1,1,26,0,6,2,5,3069,3,3,0,3,2,1,5,5,0,0,0,3,3,0,0,0,0
2,3,4,6,1,7,3,4,1,1,18,1,2,1,1,3070,2,1,1,3,2,1,4,4,0,0,0,2,3,0,0,2,0
2,1,5,13,1,6,3,2,0,2,15,1,1,0,0,3071,12,1,2,3,2,1,5,4,0,0,0,2,3,0,0,1,0
2,1,1,9,1,1,3,3,1,1,15,0,1,0,1,3072,7,1,1,3,2,3,4,4,0,0,0,3,3,0,0,1,0
10,2,1,17,1,2,11,2,1,1,19,0,1,0,0,3073,4,1,3,3,2,3,4,4,0,0,0,3,3,0,0,1,0
11,3,1,17,1,5,12,4,1,1,31,0,1,0,0,3074,3,1,2,3,2,2,5,6,0,0,0,3,3,0,0,1,0
11,1,6,6,1,2,12,2,0,0,31,0,2,1,0,3075,8,1,3,3,2,1,5,6,0,0,0,3,3,2,0,2,0
11,0,5,9,1,6,12,0,0,2,35,0,2,1,0,3076,0,1,2,3,2,1,5,6,0,0,0,2,3,0,0,2,0
11,0,5,9,1,5,12,2,1,1,52,1,0,0,0,3077,10,1,3,3,2,1,6,8,0,0,0,1,3,0,0,0,0
0,3,2,17,1,1,9,0,1,1,19,0,1,0,0,3078,1,1,1,3,2,0,5,4,0,0,0,2,3,0,0,1,1
1,1,3,2,1,2,2,1,1,1,32,0,1,0,1,3079,11,1,2,3,2,3,4,6,0,0,0,2,3,0,0,1,0
5,2,2,17,1,2,6,2,1,1,26,0,1,0,0,3080,15,1,2,3,2,3,4,5,0,0,0,1,3,0,0,1,0
5,2,4,6,1,5,6,3,1,2,15,1,1,0,0,3081,8,1,2,3,2,0,4,4,0,0,0,2,3,0,0,1,0
5,1,4,17,1,7,6,3,1,1,46,0,1,0,0,3082,7,1,0,3,2,0,6,7,0,0,0,2,3,0,0,1,0
5,1,4,13,1,2,6,2,1,1,41,0,2,1,1,3083,7,1,2,3,2,2,6,7,0,0,0,3,3,0,0,2,0
6,1,4,13,1,2,7,1,0,2,30,0,2,1,1,3084,13,1,1,3,2,2,5,5,0,0,0,2,3,0,0,2,0
6,1,6,17,1,5,7,3,1,1,32,0,1,0,0,3085,11,1,2,4,2,3,6,6,0,0,0,3,3,0,0,1,0
8,2,4,6,1,5,9,2,1,2,0,0,2,1,5,3086,4,1,1,3,2,1,7,0,0,0,0,3,3,0,0,2,0
0,3,2,17,0,6,1,3,0,2,19,0,0,0,0,3087,6,1,0,3,2,0,4,4,0,0,0,1,2,1,0,0,1
0,4,0,17,1,7,9,1,1,1,13,0,0,0,5,3088,0,1,1,3,2,0,5,4,0,0,0,2,3,0,0,0,0
0,2,5,17,1,7,1,2,1,1,45,0,2,1,0,3089,3,1,0,3,2,1,5,7,0,0,0,3,3,0,0,2,0
0,2,6,6,1,7,9,0,1,1,34,1,4,1,5,3090,14,1,0,2,2,3,6,6,0,0,0,3,3,0,0,1,0
6,3,2,17,1,2,7,3,1,1,12,0,1,0,0,3091,15,1,2,3,2,0,4,4,0,0,0,2,3,0,0,1,0
10,1,6,9,1,7,11,2,1,1,12,0,6,2,5,3092,2,1,3,3,2,2,4,4,0,0,0,1,3,0,0,0,0
8,1,2,6,0,6,9,1,1,2,54,0,0,0,0,3093,5,1,2,3,2,1,6,8,0,0,0,0,3,0,0,0,0
0,2,0,13,1,6,9,1,1,1,22,0,0,0,0,3094,15,1,0,3,2,0,6,5,0,0,0,0,0,0,0,0,0
0,3,3,13,1,6,9,0,0,1,12,0,1,0,0,3095,8,1,0,3,2,1,5,4,0,0,0,2,3,0,0,1,1
3,2,0,6,1,5,4,3,1,2,0,0,2,1,5,3096,14,1,0,3,2,1,7,0,0,0,0,3,3,0,0,2,0
0,3,3,13,1,6,9,0,1,2,15,0,1,0,0,3097,15,1,0,3,2,3,3,4,0,0,0,3,3,0,0,1,1
0,3,3,13,1,6,1,3,1,1,20,1,0,0,0,3098,3,1,3,3,2,0,3,4,0,0,0,3,3,0,0,0,0
3,1,2,13,1,7,8,0,1,2,14,0,0,0,0,3099,1,1,3,3,2,3,5,4,0,0,0,0,3,0,0,0,0
7,0,1,17,1,6,8,1,1,1,34,0,2,1,5,3100,15,3,2,3,2,2,6,6,0,0,0,3,3,0,0,2,0
0,1,3,6,1,7,1,2,1,1,38,0,2,1,1,3101,11,1,1,3,2,0,5,6,0,0,0,3,3,0,0,2,0
2,2,0,17,1,1,3,2,1,1,11,0,2,1,1,3102,1,1,0,3,2,2,4,4,0,0,0,2,3,0,0,2,0
2,2,0,17,1,1,3,3,1,2,14,0,1,0,0,3103,10,1,0,3,2,1,5,4,0,0,0,1,3,0,0,1,0
2,2,3,9,1,5,3,3,1,1,23,0,1,0,1,3104,15,1,0,3,2,3,6,5,0,0,0,0,3,0,0,1,0
2,2,1,17,1,7,3,2,1,2,6,0,1,0,1,3105,2,1,3,3,2,1,3,3,0,0,0,2,3,0,0,1,0
2,2,2,5,1,5,3,3,0,2,17,0,0,0,4,3106,14,1,1,3,2,3,4,4,0,0,0,0,3,0,0,0,0
2,2,1,18,1,2,3,2,1,1,27,0,2,1,2,3107,5,1,3,3,2,2,5,5,0,0,0,3,3,0,0,2,0
2,2,6,17,1,5,3,3,1,2,13,0,2,1,0,3108,8,1,1,3,2,0,4,4,0,0,0,3,2,1,0,2,0
2,3,2,13,1,7,3,3,1,1,38,0,1,0,0,3109,4,1,3,3,2,1,4,6,0,0,0,2,3,0,0,1,0
2,3,0,17,0,1,3,3,1,1,21,0,2,1,1,3110,5,1,3,3,2,1,6,5,0,0,0,2,3,0,0,2,0
2,3,0,2,1,6,3,3,1,1,45,0,0,0,1,3111,12,2,3,3,2,0,6,7,1,1,0,3,3,0,0,0,0
2,2,6,17,1,5,3,3,1,2,3,0,0,0,0,3112,2,1,2,3,2,3,2,2,1,0,0,0,3,0,0,0,0
2,0,2,13,1,2,3,0,1,1,47,0,1,0,0,3113,15,1,2,3,2,3,6,7,0,0,0,2,3,0,0,1,0
9,4,4,6,1,2,3,0,1,1,38,0,2,1,0,3114,7,1,1,3,2,1,5,6,0,0,0,3,3,0,0,2,0
5,1,3,9,1,1,6,4,1,1,59,0,2,1,0,3115,14,1,3,3,2,0,6,8,0,0,0,3,3,0,0,2,0
6,2,6,6,1,5,7,2,1,2,5,1,4,1,5,3116,11,1,3,3,2,3,1,2,0,0,0,2,3,2,0,1,0
0,3,1,0,1,6,9,1,1,1,36,0,0,0,0,3117,6,1,3,3,2,1,5,6,0,0,0,3,3,0,0,0,1
9,4,1,9,1,5,8,1,1,2,17,0,1,0,0,3118,5,1,1,3,2,0,4,4,0,0,0,3,3,0,0,1,0
9,0,4,13,1,2,10,2,1,2,19,0,1,0,1,3119,2,1,3,3,2,1,3,4,0,0,0,0,3,0,0,1,0
10,4,0,13,1,1,11,4,1,2,17,0,2,1,1,3120,6,1,0,3,2,1,5,4,0,0,1,2,3,0,0,2,0
6,2,5,17,1,1,7,3,1,1,11,0,2,1,0,3121,8,1,0,3,2,2,5,4,0,0,0,1,3,0,0,2,0
6,2,2,13,1,2,7,2,0,1,29,0,1,0,1,3122,4,1,2,3,2,1,4,5,0,0,0,3,3,0,0,1,0
10,3,0,6,1,1,10,1,1,1,26,1,1,0,1,3123,1,1,0,3,2,3,6,5,0,0,0,2,3,0,0,1,0
4,2,4,9,1,2,5,4,1,1,15,0,1,0,0,3124,13,1,3,3,2,1,4,4,0,0,0,3,3,0,0,1,0
8,1,5,13,1,2,9,2,1,1,13,1,1,0,1,3125,13,1,1,3,2,1,5,4,0,0,0,1,3,0,0,1,0
6,0,4,17,1,5,7,1,0,2,19,0,2,1,0,3126,9,1,1,3,2,1,3,4,0,0,0,3,3,0,0,2,0
8,2,0,2,0,2,9,3,1,1,30,1,1,0,5,3127,1,1,1,3,2,3,5,5,0,0,0,3,3,0,0,1,0
8,2,6,6,0,7,9,3,1,1,19,1,1,0,0,3128,12,1,1,3,2,0,3,4,0,0,0,1,3,0,0,1,0
0,3,5,6,1,2,9,0,1,2,0,0,0,0,5,3129,7,1,2,3,2,3,7,0,0,0,0,3,2,1,0,0,1
5,0,0,18,1,2,6,0,1,2,19,1,2,1,5,3130,5,1,2,3,2,2,3,4,0,0,0,3,3,0,0,2,0
0,3,5,17,1,6,1,3,1,1,21,0,2,1,1,3131,5,3,2,3,2,1,5,5,0,0,0,3,3,0,0,2,1
5,2,3,13,1,7,2,0,1,1,11,1,0,0,0,3132,14,1,1,3,2,3,5,4,0,0,0,3,3,0,0,0,0
5,2,2,13,1,2,6,2,1,2,15,0,1,0,5,3133,4,1,2,3,2,1,4,4,0,0,0,3,3,0,0,1,0
1,1,3,17,1,6,2,1,1,1,26,0,2,1,0,3134,3,1,1,3,2,0,6,5,0,0,0,2,3,0,0,2,0
1,1,2,6,1,6,2,2,1,1,16,0,1,0,0,3135,1,1,0,3,2,3,5,4,0,0,0,3,3,0,0,1,0
11,3,6,2,1,1,12,3,1,1,37,0,0,0,0,3136,2,1,1,3,2,0,6,6,0,0,0,3,3,0,0,0,0
11,2,3,17,1,7,12,3,1,2,15,0,0,0,4,3137,9,1,0,3,2,3,4,4,0,0,0,3,3,0,0,0,0
10,1,1,2,1,7,11,2,1,1,30,0,2,1,0,3138,1,1,2,3,2,1,5,5,0,0,0,1,3,0,0,2,0
10,0,4,13,0,1,11,1,1,1,15,0,2,1,1,3139,15,1,3,3,2,1,3,4,0,0,0,1,3,0,0,2,0
0,3,5,9,0,5,9,0,1,1,21,0,1,0,0,3140,0,1,3,3,2,3,5,5,0,0,0,3,3,0,0,1,1
10,3,6,13,1,5,11,3,1,2,23,0,2,1,1,3141,14,1,0,3,2,0,5,5,0,0,0,3,3,0,0,2,0
0,3,5,17,1,6,9,2,0,2,20,0,0,0,0,3142,9,1,2,3,2,1,5,4,0,0,0,2,3,0,0,0,1
9,1,5,17,1,5,10,2,1,1,21,0,1,0,5,3143,13,1,1,3,2,1,4,5,0,0,0,2,3,0,0,1,0
2,3,1,6,1,2,5,0,1,1,28,0,2,1,1,3144,14,1,0,3,2,1,5,5,0,0,0,2,3,0,0,2,0
2,3,4,13,1,2,5,0,1,1,46,1,2,1,5,3145,6,1,3,3,2,1,4,7,0,0,0,2,3,0,0,2,0
8,2,1,17,1,1,9,2,0,1,37,0,1,0,0,3146,11,1,1,3,2,3,3,6,0,0,0,0,3,0,0,1,0
8,2,1,17,1,2,9,2,1,1,13,0,2,1,1,3147,2,1,0,3,2,0,5,4,0,0,0,3,3,0,0,2,0
0,3,5,6,1,6,9,1,1,1,30,1,1,0,0,3148,3,1,2,3,2,3,5,5,0,0,0,3,3,0,0,1,0
9,3,6,6,1,7,10,3,1,1,13,0,1,0,0,3149,1,1,3,3,2,0,4,4,0,0,0,3,3,0,0,1,0
6,3,6,18,0,7,7,3,1,1,38,0,2,1,5,3150,12,1,0,3,2,1,6,6,0,0,0,0,2,1,0,2,0
1,4,6,17,0,5,12,0,0,2,17,0,1,0,0,3151,5,1,0,3,2,0,3,4,0,0,0,3,3,0,0,1,0
5,2,5,17,1,6,6,3,1,1,36,0,1,0,0,3152,10,1,2,3,2,1,5,6,0,0,0,1,3,0,0,1,0
5,2,5,13,1,7,6,2,1,1,23,0,1,0,0,3153,14,1,1,3,2,0,5,5,0,0,0,2,3,0,0,1,0
2,0,2,13,1,7,5,0,1,1,40,1,1,0,0,3154,3,1,1,3,2,1,5,6,0,0,0,1,3,0,0,1,0
9,4,6,9,1,7,3,3,1,2,17,0,2,1,0,3155,6,1,0,3,2,1,4,4,0,0,0,0,3,0,0,2,0
0,3,6,6,1,1,9,0,1,2,0,1,1,0,5,3156,7,1,2,3,2,3,7,0,0,0,0,3,3,0,0,1,0
1,2,0,13,1,1,2,3,1,1,23,1,1,0,0,3157,2,1,1,3,2,3,6,5,0,0,0,3,3,2,0,1,0
11,1,2,2,1,1,12,2,1,1,18,0,0,0,5,3158,5,1,0,3,2,3,4,4,1,0,0,0,3,0,0,0,0
11,3,5,9,1,6,12,3,1,1,17,0,1,0,1,3159,7,1,0,3,2,0,5,4,0,0,0,0,3,0,0,1,0
11,2,1,13,1,6,12,2,1,2,19,0,0,0,0,3160,9,1,1,3,2,1,4,4,0,0,0,2,3,0,0,0,0
11,2,1,6,1,6,12,2,0,1,26,0,2,1,5,3161,15,1,2,3,2,1,1,5,0,0,0,3,3,0,0,2,0
10,1,1,13,1,7,11,1,1,1,28,0,0,0,0,3162,15,3,3,3,2,3,6,5,0,0,0,0,1,0,0,0,0
9,3,3,6,1,2,10,3,1,2,19,1,2,1,0,3163,7,1,2,3,2,3,4,4,0,0,0,3,3,0,0,2,0
4,1,0,9,1,1,8,1,1,1,21,0,4,1,5,3164,9,1,3,3,2,3,5,5,0,0,0,3,3,0,0,1,0
4,1,2,13,1,2,8,3,1,2,5,0,1,0,0,3165,14,1,2,3,2,1,1,2,0,0,0,2,3,0,0,1,0
3,3,0,17,1,1,8,0,1,1,11,1,1,0,0,3166,5,1,1,3,2,1,4,4,0,0,0,0,3,0,0,1,0
4,0,3,13,1,5,3,4,1,1,43,0,0,0,0,3167,8,1,2,3,2,0,6,7,0,0,0,1,3,0,0,0,0
3,3,1,18,0,1,8,0,1,1,25,0,0,0,1,3168,11,1,3,3,2,1,6,5,0,0,0,0,3,0,0,0,0
2,2,0,18,1,2,5,1,1,1,32,1,2,1,2,3169,10,1,1,3,2,3,5,6,0,0,0,3,3,0,0,2,0
1,0,0,9,1,6,2,1,0,2,12,0,2,1,1,3170,0,1,0,3,2,0,5,4,0,0,0,2,3,0,0,2,0
0,1,5,17,1,2,9,2,1,1,42,0,1,0,0,3171,0,1,3,3,2,0,6,7,1,0,0,1,2,1,0,1,0
0,3,6,6,1,6,9,0,1,2,0,0,0,0,5,3172,2,1,0,3,2,3,7,0,0,0,0,3,3,0,0,0,1
11,3,3,9,1,2,12,3,1,2,15,0,2,1,0,3173,14,1,0,3,2,1,4,4,0,0,0,3,3,0,0,2,0
2,1,5,13,0,5,3,2,1,1,35,0,1,0,0,3174,4,1,1,3,2,1,4,6,0,0,0,2,3,0,0,1,0
2,1,2,2,1,2,3,1,1,1,19,1,2,1,1,3175,6,1,1,3,2,1,4,4,0,0,0,2,3,0,0,2,0
11,3,2,17,1,2,12,3,1,1,64,0,2,1,1,3176,4,1,0,3,2,1,6,8,0,0,0,2,3,0,0,2,0
2,2,6,18,1,5,5,1,1,1,21,0,0,0,5,3177,9,1,1,3,2,3,5,5,0,0,0,2,3,0,0,0,0
2,1,6,0,1,7,3,1,1,1,16,1,0,0,0,3178,15,1,0,3,2,3,5,4,0,0,0,1,3,0,0,0,0
0,3,6,2,1,6,9,0,1,1,37,1,6,2,5,3179,14,1,3,3,2,1,6,6,0,0,0,2,3,0,0,0,0
6,1,6,13,0,7,7,2,1,1,24,0,1,0,1,3180,3,1,3,3,2,1,5,5,0,0,0,2,3,0,0,1,0
11,4,0,13,1,6,11,0,1,2,12,1,2,1,0,3181,5,1,0,3,2,3,4,4,0,0,0,2,3,0,0,2,0
11,4,0,13,0,7,11,0,1,1,19,0,1,0,5,3182,2,1,0,3,2,3,5,4,0,0,1,2,3,0,0,1,0
11,1,6,13,1,5,12,2,1,2,5,1,1,0,0,3183,10,1,1,3,2,3,1,2,0,0,0,1,3,0,0,1,0
11,1,3,13,1,2,12,3,1,2,19,0,2,1,0,3184,14,1,3,3,2,1,5,4,0,0,0,0,3,0,0,2,0
2,2,1,9,1,6,3,2,1,1,36,0,2,1,0,3185,13,1,0,3,2,2,6,6,0,0,0,0,0,0,0,2,0
0,3,6,13,1,6,9,0,1,1,25,0,0,0,5,3186,0,1,1,3,2,0,3,5,0,0,0,3,3,0,0,0,1
11,2,0,2,1,6,12,3,1,1,23,0,2,1,0,3187,11,1,3,3,2,2,5,5,0,0,0,1,3,0,0,2,0
11,1,5,9,1,7,12,2,1,2,13,0,2,1,1,3188,8,1,1,3,2,1,4,4,0,0,0,2,3,0,0,2,0
11,2,6,13,0,2,12,3,1,1,12,1,0,0,0,3189,0,1,1,3,2,3,5,4,0,0,0,0,3,0,0,0,0
5,1,6,6,1,2,6,2,1,1,39,0,2,1,1,3190,3,1,2,3,2,3,6,6,0,0,0,3,3,0,0,2,0
0,4,4,17,1,5,1,4,1,2,30,0,1,0,2,3191,15,1,3,3,2,1,6,5,0,0,0,3,3,0,0,1,1
0,4,4,17,1,5,1,4,1,1,48,0,1,0,1,3192,1,1,2,3,2,0,6,7,0,0,0,3,2,1,0,1,1
8,3,3,13,1,7,7,1,1,1,35,0,1,0,0,3193,9,3,0,3,2,3,6,6,0,0,0,3,3,0,0,1,0
8,1,2,6,1,7,9,2,0,2,13,0,1,0,0,3194,15,1,1,3,2,1,4,4,0,0,1,0,3,0,0,1,0
8,1,4,6,1,1,9,1,1,1,18,1,1,0,0,3195,8,1,0,3,2,1,5,4,0,0,0,2,3,0,0,1,0
