Make,AccidentArea,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,BasePolicy,daysDiff
Make3,Rural,Male,Married,64,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,Collision,0.0
Make3,Urban,Male,Married,52,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,1.0
Make3,Urban,Male,Married,32,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,22.0
Make1,Urban,Male,Married,64,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,8.0
Make1,Rural,Male,Married,60,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,All Perils,2.0
Make2,Rural,Male,Married,34,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,14.0
Make1,Urban,Male,Married,52,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,more than 7,No,No,External,3 to 5,0 to 3 years,more than 1,Liability,1.0
Make1,Urban,Male,Married,56,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,4.0
Make2,Urban,Male,Married,54,Policy Holder,Sport,"more than 69,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Collision,0.0
Make1,Urban,Male,Married,41,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,3.0
Make3,Urban,Male,Married,29,Policy Holder,Sport,"20,000 to 39,000",700,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,5.0
Make1,Urban,Male,Married,42,Third Party,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,Liability,0.0
Make3,Urban,Male,Single,23,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,3 to 5,0 to 3 years,1 vehicle,All Perils,0.0
Make3,Urban,Male,Married,37,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,19.0
Make2,Urban,Male,Married,66,Policy Holder,Sport,"40,000 to 69,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Liability,0.0
Make2,Rural,Male,Married,28,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Make1,Urban,Male,Married,46,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,All Perils,8.0
Make1,Urban,Male,Married,27,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,0.0
Make3,Urban,Female,Single,36,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,0.0
Make1,Urban,Male,Married,76,Policy Holder,Sedan,"less than 20,000",400,2,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Collision,1.0
Make1,Urban,Male,Married,30,Third Party,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,2.0
Make2,Urban,Male,Married,27,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,3.0
Make3,Urban,Male,Married,38,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,1.0
Make1,Urban,Male,Married,71,Third Party,Sedan,"more than 69,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,1.0
Make2,Urban,Male,Single,29,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,3.0
Make1,Urban,Male,Married,58,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,Collision,0.0
Make1,Urban,Female,Single,53,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Liability,1.0
Make2,Urban,Male,Married,27,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,1 to 2,4 to 8 years,more than 1,Liability,10.0
Make1,Urban,Male,Single,37,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,18.0
Make2,Urban,Male,Married,45,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,0.0
Make1,Urban,Male,Single,37,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,10.0
Make1,Urban,Male,Married,30,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,16.0
Make1,Urban,Male,Single,29,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,less than 4 years,Yes,No,External,none,no change,1 vehicle,Collision,23.0
Make4,Urban,Male,Married,34,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,0.0
Make1,Urban,Male,Single,23,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Make2,Urban,Male,Married,29,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,71.0
Make2,Urban,Male,Married,35,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Make1,Urban,Female,Married,31,Third Party,Sedan,"less than 20,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,1 to 2,no change,more than 1,All Perils,8.0
Make3,Rural,Male,Married,42,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,7.0
Make2,Urban,Male,Married,53,Policy Holder,Sport,"more than 69,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Make1,Urban,Male,Married,39,Third Party,Sedan,"less than 20,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,0.0
Make2,Urban,Female,Married,47,Policy Holder,Sport,"40,000 to 69,000",700,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,1.0
Make3,Urban,Male,Married,63,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,0.0
Make1,Urban,Female,Single,39,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,0.0
Make2,Urban,Male,Single,17,Policy Holder,Sedan,"more than 69,000",400,4,more than 30,more than 30,2 to 4,less than 4 years,No,No,External,none,no change,1 vehicle,All Perils,0.0
Make2,Urban,Male,Married,71,Policy Holder,Sport,"40,000 to 69,000",400,2,more than 30,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,Liability,0.0
Make1,Urban,Female,Single,44,Third Party,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,none,more than 7,Yes,No,Internal,3 to 5,no change,1 vehicle,Liability,8.0
Make2,Urban,Male,Single,17,Policy Holder,Sedan,"more than 69,000",400,2,more than 30,more than 30,none,less than 4 years,No,No,External,none,no change,1 vehicle,All Perils,0.0
Make3,Urban,Male,Single,33,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,4 to 8 years,more than 1,Collision,11.0
Make1,Urban,Male,Married,52,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,110.0
Make2,Urban,Male,Married,62,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Make3,Urban,Male,Single,18,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,less than 4 years,No,No,External,1 to 2,no change,1 vehicle,Collision,10.0
Make2,Urban,Female,Single,40,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,6.0
Make2,Urban,Male,Married,44,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Collision,0.0
Make3,Urban,Male,Married,41,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Make1,Urban,Male,Single,26,Third Party,Sport,"more than 69,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,13.0
Make3,Urban,Male,Single,25,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,less than 4 years,No,No,External,none,no change,1 vehicle,All Perils,56.0
Make2,Urban,Female,Single,21,Policy Holder,Sedan,"less than 20,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,20.0
Make1,Urban,Male,Single,29,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,5.0
Make3,Urban,Male,Single,33,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,22.0
Make3,Urban,Male,Married,32,Policy Holder,Utility,"40,000 to 69,000",400,4,more than 30,more than 30,more than 4,4 to 6 years,No,Yes,External,none,no change,1 vehicle,All Perils,130.0
Make3,Urban,Male,Married,44,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,0.0
Make1,Urban,Male,Married,55,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,Liability,0.0
Make3,Urban,Male,Married,76,Third Party,Sedan,"20,000 to 39,000",500,3,more than 30,more than 30,none,more than 7,No,No,External,none,0 to 3 years,1 vehicle,Collision,0.0
Make1,Rural,Male,Married,73,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,All Perils,4.0
Make1,Urban,Male,Single,31,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,2.0
Make1,Urban,Male,Married,33,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,4.0
Make1,Urban,Male,Single,32,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,3.0
Make1,Rural,Male,Married,35,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,3.0
Make2,Urban,Male,Married,36,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,more than 5,4 to 8 years,more than 1,Collision,0.0
Make1,Urban,Male,Married,53,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,Yes,No,External,none,no change,1 vehicle,Collision,14.0
Make3,Urban,Male,Married,49,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,more than 7,No,No,Internal,none,no change,1 vehicle,Collision,0.0
Make2,Urban,Male,Married,41,Policy Holder,Utility,"more than 69,000",700,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,0.0
Make2,Urban,Male,Married,33,Third Party,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,6.0
Make3,Urban,Female,Single,30,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,7.0
Make1,Urban,Male,Married,30,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,18.0
Make1,Urban,Male,Married,34,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Make1,Urban,Male,Married,46,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,10.0
Make2,Urban,Female,Divorced,46,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,more than 1,Liability,5.0
Make1,Urban,Female,Single,50,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Make1,Urban,Male,Married,67,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,All Perils,16.0
Make1,Urban,Male,Married,34,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,6.0
Make2,Urban,Male,Married,47,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,0.0
Make1,Urban,Male,Married,41,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,0.0
Make2,Urban,Male,Single,30,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,7.0
Make1,Urban,Male,Married,61,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,13.0
Make3,Urban,Male,Married,56,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,Liability,4.0
Make3,Urban,Female,Single,45,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Make1,Urban,Male,Married,47,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Collision,15.0
Make2,Urban,Male,Single,17,Policy Holder,Sport,"more than 69,000",400,2,more than 30,more than 30,2 to 4,less than 4 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Make1,Rural,Female,Single,34,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,3 to 5,4 to 8 years,more than 1,All Perils,0.0
Make1,Urban,Male,Married,28,Policy Holder,Sedan,"more than 69,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,5.0
Make1,Urban,Male,Married,60,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,1.0
Make2,Urban,Male,Married,49,Third Party,Sport,"more than 69,000",400,1,1 to 15,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Collision,14.0
Make1,Urban,Male,Married,27,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,0.0
Make1,Urban,Male,Married,27,Policy Holder,Utility,"more than 69,000",400,4,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,7.0
Make2,Rural,Male,Single,69,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,All Perils,0.0
Make3,Urban,Male,Married,37,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,1,more than 7,No,No,External,1 to 2,0 to 3 years,1 vehicle,All Perils,18.0
Make3,Urban,Female,Married,27,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,2.0
Make2,Urban,Male,Single,17,Policy Holder,Sport,"more than 69,000",400,1,more than 30,more than 30,2 to 4,less than 4 years,No,No,External,none,no change,1 vehicle,Liability,6.0
Make3,Urban,Male,Single,30,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,2.0
Make3,Urban,Male,Married,35,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,0.0
Make3,Urban,Male,Single,29,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,18.0
Make1,Urban,Male,Married,49,Policy Holder,Sport,"more than 69,000",700,3,more than 30,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,Liability,8.0
Make2,Urban,Male,Married,53,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,3.0
Make1,Urban,Male,Married,26,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Make1,Urban,Male,Single,29,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,7.0
Make1,Urban,Male,Married,38,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,Collision,4.0
Make1,Urban,Male,Single,21,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,2.0
Make2,Urban,Female,Single,32,Policy Holder,Sedan,"less than 20,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,5.0
Make2,Urban,Male,Married,42,Policy Holder,Sport,"40,000 to 69,000",400,4,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Make1,Urban,Male,Single,28,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,none,4 to 8 years,more than 1,Liability,8.0
Make3,Urban,Male,Married,53,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,0.0
Make1,Rural,Male,Married,36,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Make2,Urban,Male,Married,60,Policy Holder,Sedan,"20,000 to 39,000",500,4,more than 30,more than 30,1,more than 7,Yes,Yes,External,none,no change,1 vehicle,All Perils,0.0
Make1,Urban,Male,Single,18,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,less than 4 years,Yes,No,External,1 to 2,no change,1 vehicle,All Perils,8.0
Make3,Urban,Male,Married,62,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,0.0
Make2,Urban,Male,Married,53,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Make1,Urban,Male,Married,74,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,Liability,19.0
Make2,Urban,Male,Single,20,Third Party,Sport,"more than 69,000",400,4,more than 30,more than 30,none,less than 4 years,No,No,External,more than 5,no change,more than 1,Collision,1.0
Make1,Urban,Male,Married,51,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,15.0
Make1,Urban,Male,Single,32,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,101.0
Make3,Urban,Male,Single,34,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,11.0
Make3,Urban,Male,Single,32,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,Internal,more than 5,no change,1 vehicle,Liability,0.0
Make1,Urban,Male,Married,26,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,10.0
Make3,Urban,Female,Married,44,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Make2,Urban,Male,Married,41,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,21.0
Make1,Urban,Male,Married,30,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,11.0
Make3,Urban,Male,Married,28,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,6.0
Make1,Urban,Female,Single,34,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,7.0
Make2,Rural,Male,Married,45,Third Party,Sedan,"more than 69,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,3.0
Make2,Rural,Male,Married,34,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,7.0
Make2,Urban,Male,Single,17,Policy Holder,Sedan,"more than 69,000",400,3,more than 30,more than 30,none,less than 4 years,No,No,External,none,4 to 8 years,more than 1,All Perils,6.0
Make2,Urban,Male,Single,34,Third Party,Sport,"more than 69,000",400,3,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Make1,Urban,Male,Married,36,Policy Holder,Sport,"20,000 to 39,000",700,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Make3,Urban,Male,Married,26,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,17.0
Make3,Urban,Male,Single,30,Policy Holder,Sedan,"more than 69,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Make1,Urban,Male,Married,41,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Make2,Urban,Male,Married,31,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,3.0
Make2,Urban,Male,Married,52,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,All Perils,2.0
Make1,Urban,Male,Single,30,Policy Holder,Sedan,"less than 20,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,3.0
Make2,Urban,Male,Married,45,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,9.0
Make3,Rural,Male,Married,30,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,8.0
Make1,Rural,Male,Married,36,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,9.0
Make3,Urban,Male,Single,38,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,1.0
Make1,Urban,Female,Single,35,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,21.0
Make1,Urban,Male,Married,36,Policy Holder,Sedan,"more than 69,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,9.0
Make2,Urban,Male,Married,43,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,7.0
Make3,Urban,Male,Married,61,Third Party,Sport,"more than 69,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,4.0
Make1,Urban,Female,Married,52,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,4.0
Make1,Urban,Male,Married,28,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0.0
